
Pluto
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2019 | 2458484.45833|   58483.95833| 11 05.3 -21 58         | 335.756 -57.748  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6778 AU|
00 30 00  01.01.2019 | 2458484.47917|   58483.97917| 11 35.4 -21 58         | 348.836 -59.145  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6778 AU|
01 00 00  01.01.2019 | 2458484.50000|   58484.00000| 12 05.5 -21 58         | 002.509 -59.491  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6779 AU|
01 30 00  01.01.2019 | 2458484.52083|   58484.02083| 12 35.6 -21 58         | 016.044 -58.751  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6780 AU|
02 00 00  01.01.2019 | 2458484.54167|   58484.04167| 13 05.7 -21 58         | 028.762 -57.001  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6781 AU|
02 30 00  01.01.2019 | 2458484.56250|   58484.06250| 13 35.7 -21 58         | 040.265 -54.401  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6782 AU|
03 00 00  01.01.2019 | 2458484.58333|   58484.08333| 14 05.8 -21 58         | 050.469 -51.138  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6782 AU|
03 30 00  01.01.2019 | 2458484.60417|   58484.10417| 14 35.9 -21 58         | 059.488 -47.385  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6783 AU|
04 00 00  01.01.2019 | 2458484.62500|   58484.12500| 15 06.0 -21 58         | 067.522 -43.284  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6784 AU|
04 30 00  01.01.2019 | 2458484.64583|   58484.14583| 15 36.0 -21 58         | 074.779 -38.948  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6785 AU|
05 00 00  01.01.2019 | 2458484.66667|   58484.16667| 16 06.1 -21 58         | 081.448 -34.465  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6786 AU|
05 30 00  01.01.2019 | 2458484.68750|   58484.18750| 16 36.2 -21 58         | 087.686 -29.905  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6786 AU|
06 00 00  01.01.2019 | 2458484.70833|   58484.20833| 17 06.3 -21 58         | 093.624 -25.324  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6787 AU|
06 30 00  01.01.2019 | 2458484.72917|   58484.22917| 17 36.4 -21 58         | 099.368 -20.773  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6788 AU|
07 00 00  01.01.2019 | 2458484.75000|   58484.25000| 18 06.4 -21 58         | 105.009 -16.295  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6789 AU|
07 30 00  01.01.2019 | 2458484.77083|   58484.27083| 18 36.5 -21 58         | 110.621 -11.933  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6789 AU|
08 00 00  01.01.2019 | 2458484.79167|   58484.29167| 19 06.6 -21 58         | 116.270 -07.730  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6790 AU|
08 30 00  01.01.2019 | 2458484.81250|   58484.31250| 19 36.7 -21 58         | 122.011 -03.729  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6791 AU|
09 00 00  01.01.2019 | 2458484.83333|   58484.33333| 20 06.8 -21 58         | 127.891 +00.485  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6792 AU|
09 30 00  01.01.2019 | 2458484.85417|   58484.35417| 20 36.8 -21 58         | 133.949 +03.689  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6793 AU|
10 00 00  01.01.2019 | 2458484.87500|   58484.37500| 21 06.9 -21 58         | 140.210 +06.734  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6793 AU|
10 30 00  01.01.2019 | 2458484.89583|   58484.39583| 21 37.0 -21 57         | 146.691 +09.431  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6794 AU|
11 00 00  01.01.2019 | 2458484.91667|   58484.41667| 22 07.1 -21 57         | 153.391 +11.702  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6795 AU|
11 30 00  01.01.2019 | 2458484.93750|   58484.43750| 22 37.2 -21 57         | 160.292 +13.495  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6796 AU|
12 00 00  01.01.2019 | 2458484.95833|   58484.45833| 23 07.2 -21 57         | 167.360 +14.766  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6796 AU|
12 30 00  01.01.2019 | 2458484.97917|   58484.47917| 23 37.3 -21 57         | 174.544 +15.484  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6797 AU|
13 00 00  01.01.2019 | 2458485.00000|   58484.50000| 00 07.4 -21 57         | 181.779 +15.631  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6798 AU|
13 30 00  01.01.2019 | 2458485.02083|   58484.52083| 00 37.5 -21 57         | 188.998 +15.202  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6799 AU|
14 00 00  01.01.2019 | 2458485.04167|   58484.54167| 01 07.6 -21 57         | 196.132 +14.209  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6799 AU|
14 30 00  01.01.2019 | 2458485.06250|   58484.56250| 01 37.6 -21 57         | 203.124 +12.677  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6800 AU|
15 00 00  01.01.2019 | 2458485.08333|   58484.58333| 02 07.7 -21 57         | 209.929 +10.643  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6801 AU|
15 30 00  01.01.2019 | 2458485.10417|   58484.60417| 02 37.8 -21 57         | 216.523 +08.155  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6802 AU|
16 00 00  01.01.2019 | 2458485.12500|   58484.62500| 03 07.9 -21 57         | 222.895 +05.275  | 08 55  16 50 | 127  233   | 12 53  +15.6  | 14.38|    0" |     |  34.6802 AU|
