
Sun
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2023 | 2459945.45833|   59944.95833| 11 50.0 -23 03         | 355.338 -60.533  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
00 30 00  01.01.2023 | 2459945.47917|   59944.97917| 12 20.0 -23 03         | 009.341 -60.344  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
01 00 00  01.01.2023 | 2459945.50000|   59945.00000| 12 50.0 -23 02         | 022.810 -59.074  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
01 30 00  01.01.2023 | 2459945.52083|   59945.02083| 13 20.0 -23 02         | 035.149 -56.856  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
02 00 00  01.01.2023 | 2459945.54167|   59945.04167| 13 50.0 -23 02         | 046.117 -53.876  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
02 30 00  01.01.2023 | 2459945.56250|   59945.06250| 14 20.0 -23 02         | 055.762 -50.326  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
03 00 00  01.01.2023 | 2459945.58333|   59945.08333| 14 50.0 -23 02         | 064.275 -46.367  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
03 30 00  01.01.2023 | 2459945.60417|   59945.10417| 15 20.0 -23 02         | 071.883 -42.128  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
04 00 00  01.01.2023 | 2459945.62500|   59945.12500| 15 50.0 -23 02         | 078.797 -37.708  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
04 30 00  01.01.2023 | 2459945.64583|   59945.14583| 16 19.9 -23 02         | 085.196 -33.184  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
05 00 00  01.01.2023 | 2459945.66667|   59945.16667| 16 49.9 -23 02         | 091.227 -28.617  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
05 30 00  01.01.2023 | 2459945.68750|   59945.18750| 17 19.9 -23 02         | 097.011 -24.061  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
06 00 00  01.01.2023 | 2459945.70833|   59945.20833| 17 49.9 -23 02         | 102.645 -19.559  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
06 30 00  01.01.2023 | 2459945.72917|   59945.22917| 18 19.9 -23 01         | 108.211 -15.155  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
07 00 00  01.01.2023 | 2459945.75000|   59945.25000| 18 49.9 -23 01         | 113.779 -10.889  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
07 30 00  01.01.2023 | 2459945.77083|   59945.27083| 19 19.9 -23 01         | 119.407 -06.803  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
08 00 00  01.01.2023 | 2459945.79167|   59945.29167| 19 49.9 -23 01         | 125.145 -02.939  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
08 30 00  01.01.2023 | 2459945.81250|   59945.31250| 20 19.9 -23 01         | 131.036 +01.040  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
09 00 00  01.01.2023 | 2459945.83333|   59945.33333| 20 49.9 -23 01         | 137.110 +04.125  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
09 30 00  01.01.2023 | 2459945.85417|   59945.35417| 21 19.8 -23 01         | 143.389 +06.985  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
10 00 00  01.01.2023 | 2459945.87500|   59945.37500| 21 49.8 -23 01         | 149.881 +09.470  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
10 30 00  01.01.2023 | 2459945.89583|   59945.39583| 22 19.8 -23 01         | 156.577 +11.515  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
11 00 00  01.01.2023 | 2459945.91667|   59945.41667| 22 49.8 -23 01         | 163.455 +13.069  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
11 30 00  01.01.2023 | 2459945.93750|   59945.43750| 23 19.8 -23 00         | 170.472 +14.097  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
12 00 00  01.01.2023 | 2459945.95833|   59945.45833| 23 49.8 -23 00         | 177.576 +14.572  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
12 30 00  01.01.2023 | 2459945.97917|   59945.47917| 00 19.8 -23 00         | 184.702 +14.484  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
13 00 00  01.01.2023 | 2459946.00000|   59945.50000| 00 49.8 -23 00         | 191.786 +13.833  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
13 30 00  01.01.2023 | 2459946.02083|   59945.52083| 01 19.8 -23 00         | 198.765 +12.636  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
14 00 00  01.01.2023 | 2459946.04167|   59945.54167| 01 49.8 -23 00         | 205.590 +10.924  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
14 30 00  01.01.2023 | 2459946.06250|   59945.56250| 02 19.8 -23 00         | 212.225 +08.735  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
15 00 00  01.01.2023 | 2459946.08333|   59945.58333| 02 49.7 -23 00         | 218.651 +06.124  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
15 30 00  01.01.2023 | 2459946.10417|   59945.60417| 03 19.7 -23 00         | 224.865 +03.170  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
16 00 00  01.01.2023 | 2459946.12500|   59945.62500| 03 49.7 -22 59         | 230.881 +00.088  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
16 30 00  01.01.2023 | 2459946.14583|   59945.64583| 04 19.7 -22 59         | 236.722 -04.124  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
