
Jupiter
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2027 | 2461406.41667|   61405.91667| 19 38.5 +13 34         | 101.403 +25.692  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6081 AU|
00 30 00  01.01.2027 | 2461406.43750|   61405.93750| 20 08.6 +13 34         | 107.984 +30.119  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6079 AU|
01 00 00  01.01.2027 | 2461406.45833|   61405.95833| 20 38.7 +13 34         | 115.009 +34.379  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6077 AU|
01 30 00  01.01.2027 | 2461406.47917|   61405.97917| 21 08.8 +13 35         | 122.602 +38.392  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6074 AU|
02 00 00  01.01.2027 | 2461406.50000|   61406.00000| 21 38.9 +13 35         | 130.887 +42.063  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6072 AU|
02 30 00  01.01.2027 | 2461406.52083|   61406.02083| 22 09.0 +13 35         | 139.970 +45.280  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6070 AU|
03 00 00  01.01.2027 | 2461406.54167|   61406.04167| 22 39.1 +13 35         | 149.903 +47.914  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6067 AU|
03 30 00  01.01.2027 | 2461406.56250|   61406.06250| 23 09.1 +13 35         | 160.637 +49.833  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6065 AU|
04 00 00  01.01.2027 | 2461406.58333|   61406.08333| 23 39.2 +13 35         | 171.983 +50.919  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6063 AU|
04 30 00  01.01.2027 | 2461406.60417|   61406.10417| 00 09.3 +13 35         | 183.608 +51.096  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6060 AU|
05 00 00  01.01.2027 | 2461406.62500|   61406.12500| 00 39.4 +13 35         | 195.106 +50.351  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6058 AU|
05 30 00  01.01.2027 | 2461406.64583|   61406.14583| 01 09.5 +13 35         | 206.104 +48.737  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6055 AU|
06 00 00  01.01.2027 | 2461406.66667|   61406.16667| 01 39.6 +13 35         | 216.355 +46.360  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6053 AU|
06 30 00  01.01.2027 | 2461406.68750|   61406.18750| 02 09.7 +13 35         | 225.760 +43.351  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6051 AU|
07 00 00  01.01.2027 | 2461406.70833|   61406.20833| 02 39.8 +13 35         | 234.339 +39.839  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6048 AU|
07 30 00  01.01.2027 | 2461406.72917|   61406.22917| 03 09.8 +13 35         | 242.181 +35.944  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6046 AU|
08 00 00  01.01.2027 | 2461406.75000|   61406.25000| 03 39.9 +13 35         | 249.408 +31.769  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6044 AU|
08 30 00  01.01.2027 | 2461406.77083|   61406.27083| 04 10.0 +13 35         | 256.145 +27.397  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6041 AU|
09 00 00  01.01.2027 | 2461406.79167|   61406.29167| 04 40.1 +13 35         | 262.510 +22.901  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6039 AU|
09 30 00  01.01.2027 | 2461406.81250|   61406.31250| 05 10.2 +13 35         | 268.610 +18.344  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6037 AU|
10 00 00  01.01.2027 | 2461406.83333|   61406.33333| 05 40.3 +13 35         | 274.541 +13.780  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6034 AU|
10 30 00  01.01.2027 | 2461406.85417|   61406.35417| 06 10.4 +13 35         | 280.387 +09.267  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6032 AU|
11 00 00  01.01.2027 | 2461406.87500|   61406.37500| 06 40.5 +13 35         | 286.226 +04.877  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6030 AU|
11 30 00  01.01.2027 | 2461406.89583|   61406.39583| 07 10.5 +13 35         | 292.125 +00.800  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6027 AU|
12 00 00  01.01.2027 | 2461406.91667|   61406.41667| 07 40.6 +13 35         | 298.150 -03.761  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6025 AU|
12 30 00  01.01.2027 | 2461406.93750|   61406.43750| 08 10.7 +13 35         | 304.355 -07.678  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6023 AU|
13 00 00  01.01.2027 | 2461406.95833|   61406.45833| 08 40.8 +13 35         | 310.789 -11.310  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6020 AU|
13 30 00  01.01.2027 | 2461406.97917|   61406.47917| 09 10.9 +13 35         | 317.490 -14.599  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6018 AU|
14 00 00  01.01.2027 | 2461407.00000|   61406.50000| 09 41.0 +13 35         | 324.481 -17.484  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6016 AU|
14 30 00  01.01.2027 | 2461407.02083|   61406.52083| 10 11.1 +13 35         | 331.766 -19.905  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6013 AU|
15 00 00  01.01.2027 | 2461407.04167|   61406.54167| 10 41.2 +13 35         | 339.322 -21.802  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6011 AU|
15 30 00  01.01.2027 | 2461407.06250|   61406.56250| 11 11.2 +13 35         | 347.104 -23.126  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6009 AU|
16 00 00  01.01.2027 | 2461407.08333|   61406.58333| 11 41.3 +13 35         | 355.038 -23.837  | 21 00  11 37 | 067  293   | 04 21  +51.1  | -2.34|   43" |     |   4.6006 AU|
