
Mars
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2027 | 2461406.45833|   61405.95833| 19 44.1 +10 54         | 104.381 +24.387  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9142 AU|
00 30 00  01.01.2027 | 2461406.47917|   61405.97917| 20 14.1 +10 54         | 111.041 +28.744  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9141 AU|
01 00 00  01.01.2027 | 2461406.50000|   61406.00000| 20 44.2 +10 54         | 118.142 +32.905  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9139 AU|
01 30 00  01.01.2027 | 2461406.52083|   61406.02083| 21 14.3 +10 54         | 125.793 +36.788  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9137 AU|
02 00 00  01.01.2027 | 2461406.54167|   61406.04167| 21 44.4 +10 54         | 134.099 +40.298  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9136 AU|
02 30 00  01.01.2027 | 2461406.56250|   61406.06250| 22 14.4 +10 54         | 143.137 +43.325  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9134 AU|
03 00 00  01.01.2027 | 2461406.58333|   61406.08333| 22 44.5 +10 54         | 152.925 +45.751  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9132 AU|
03 30 00  01.01.2027 | 2461406.60417|   61406.10417| 23 14.6 +10 54         | 163.386 +47.456  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9131 AU|
04 00 00  01.01.2027 | 2461406.62500|   61406.12500| 23 44.6 +10 54         | 174.325 +48.342  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9129 AU|
04 30 00  01.01.2027 | 2461406.64583|   61406.14583| 00 14.7 +10 54         | 185.439 +48.351  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9127 AU|
05 00 00  01.01.2027 | 2461406.66667|   61406.16667| 00 44.8 +10 54         | 196.385 +47.483  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9126 AU|
05 30 00  01.01.2027 | 2461406.68750|   61406.18750| 01 14.9 +10 54         | 206.858 +45.794  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9124 AU|
06 00 00  01.01.2027 | 2461406.70833|   61406.20833| 01 44.9 +10 54         | 216.661 +43.382  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9122 AU|
06 30 00  01.01.2027 | 2461406.72917|   61406.22917| 02 15.0 +10 54         | 225.715 +40.366  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9121 AU|
07 00 00  01.01.2027 | 2461406.75000|   61406.25000| 02 45.1 +10 54         | 234.036 +36.865  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9119 AU|
07 30 00  01.01.2027 | 2461406.77083|   61406.27083| 03 15.2 +10 54         | 241.700 +32.988  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9118 AU|
08 00 00  01.01.2027 | 2461406.79167|   61406.29167| 03 45.2 +10 54         | 248.811 +28.832  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9116 AU|
08 30 00  01.01.2027 | 2461406.81250|   61406.31250| 04 15.3 +10 54         | 255.479 +24.478  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9114 AU|
09 00 00  01.01.2027 | 2461406.83333|   61406.33333| 04 45.4 +10 53         | 261.810 +19.997  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9113 AU|
09 30 00  01.01.2027 | 2461406.85417|   61406.35417| 05 15.4 +10 53         | 267.905 +15.449  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.14|   10" |0.93 |   0.9111 AU|
10 00 00  01.01.2027 | 2461406.87500|   61406.37500| 05 45.5 +10 53         | 273.852 +10.893  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9109 AU|
10 30 00  01.01.2027 | 2461406.89583|   61406.39583| 06 15.6 +10 53         | 279.734 +06.394  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9108 AU|
11 00 00  01.01.2027 | 2461406.91667|   61406.41667| 06 45.7 +10 53         | 285.627 +02.081  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9106 AU|
11 30 00  01.01.2027 | 2461406.93750|   61406.43750| 07 15.7 +10 53         | 291.600 -02.545  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9104 AU|
12 00 00  01.01.2027 | 2461406.95833|   61406.45833| 07 45.8 +10 53         | 297.718 -06.708  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9103 AU|
12 30 00  01.01.2027 | 2461406.97917|   61406.47917| 08 15.9 +10 53         | 304.040 -10.639  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9101 AU|
13 00 00  01.01.2027 | 2461407.00000|   61406.50000| 08 46.0 +10 53         | 310.618 -14.282  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9099 AU|
13 30 00  01.01.2027 | 2461407.02083|   61406.52083| 09 16.0 +10 53         | 317.491 -17.574  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9098 AU|
14 00 00  01.01.2027 | 2461407.04167|   61406.54167| 09 46.1 +10 53         | 324.683 -20.452  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9096 AU|
14 30 00  01.01.2027 | 2461407.06250|   61406.56250| 10 16.2 +10 53         | 332.196 -22.851  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9094 AU|
15 00 00  01.01.2027 | 2461407.08333|   61406.58333| 10 46.2 +10 53         | 340.006 -24.707  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9093 AU|
15 30 00  01.01.2027 | 2461407.10417|   61406.60417| 11 16.3 +10 53         | 348.055 -25.968  | 21 11  11 16 | 071  289   | 04 15  +48.5  | -0.15|   10" |0.93 |   0.9091 AU|
