
Neptune
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2019 | 2458484.45833|   58483.95833| 07 31.6 -07 09         | 284.141 -19.523  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3561 AU|
00 30 00  01.01.2019 | 2458484.47917|   58483.97917| 08 01.7 -07 09         | 290.652 -23.894  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3564 AU|
01 00 00  01.01.2019 | 2458484.50000|   58484.00000| 08 31.8 -07 09         | 297.530 -28.077  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3568 AU|
01 30 00  01.01.2019 | 2458484.52083|   58484.02083| 09 01.9 -07 09         | 304.868 -31.996  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3571 AU|
02 00 00  01.01.2019 | 2458484.54167|   58484.04167| 09 32.0 -07 09         | 312.755 -35.567  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3574 AU|
02 30 00  01.01.2019 | 2458484.56250|   58484.06250| 10 02.0 -07 09         | 321.259 -38.692  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3577 AU|
03 00 00  01.01.2019 | 2458484.58333|   58484.08333| 10 32.1 -07 09         | 330.405 -41.267  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3581 AU|
03 30 00  01.01.2019 | 2458484.60417|   58484.10417| 11 02.2 -07 09         | 340.149 -43.185  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3584 AU|
04 00 00  01.01.2019 | 2458484.62500|   58484.12500| 11 32.3 -07 09         | 350.362 -44.352  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3587 AU|
04 30 00  01.01.2019 | 2458484.64583|   58484.14583| 12 02.4 -07 09         | 000.823 -44.704  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3590 AU|
05 00 00  01.01.2019 | 2458484.66667|   58484.16667| 12 32.4 -07 09         | 011.263 -44.221  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3594 AU|
05 30 00  01.01.2019 | 2458484.68750|   58484.18750| 13 02.5 -07 09         | 021.414 -42.931  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3597 AU|
06 00 00  01.01.2019 | 2458484.70833|   58484.20833| 13 32.6 -07 09         | 031.071 -40.903  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3600 AU|
06 30 00  01.01.2019 | 2458484.72917|   58484.22917| 14 02.7 -07 09         | 040.117 -38.234  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3603 AU|
07 00 00  01.01.2019 | 2458484.75000|   58484.25000| 14 32.8 -07 09         | 048.521 -35.032  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3607 AU|
07 30 00  01.01.2019 | 2458484.77083|   58484.27083| 15 02.8 -07 09         | 056.316 -31.400  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3610 AU|
08 00 00  01.01.2019 | 2458484.79167|   58484.29167| 15 32.9 -07 09         | 063.576 -27.434  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3613 AU|
08 30 00  01.01.2019 | 2458484.81250|   58484.31250| 16 03.0 -07 09         | 070.389 -23.217  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3616 AU|
09 00 00  01.01.2019 | 2458484.83333|   58484.33333| 16 33.1 -07 09         | 076.851 -18.822  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3620 AU|
09 30 00  01.01.2019 | 2458484.85417|   58484.35417| 17 03.2 -07 09         | 083.054 -14.311  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3623 AU|
10 00 00  01.01.2019 | 2458484.87500|   58484.37500| 17 33.2 -07 09         | 089.086 -09.740  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3626 AU|
10 30 00  01.01.2019 | 2458484.89583|   58484.39583| 18 03.3 -07 09         | 095.030 -05.162  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3629 AU|
11 00 00  01.01.2019 | 2458484.91667|   58484.41667| 18 33.4 -07 09         | 100.963 -00.067  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3633 AU|
11 30 00  01.01.2019 | 2458484.93750|   58484.43750| 19 03.5 -07 09         | 106.959 +04.009  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3636 AU|
12 00 00  01.01.2019 | 2458484.95833|   58484.45833| 19 33.6 -07 09         | 113.088 +08.230  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3639 AU|
12 30 00  01.01.2019 | 2458484.97917|   58484.47917| 20 03.6 -07 09         | 119.418 +12.306  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3642 AU|
13 00 00  01.01.2019 | 2458485.00000|   58484.50000| 20 33.7 -07 09         | 126.008 +16.144  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3646 AU|
13 30 00  01.01.2019 | 2458485.02083|   58484.52083| 21 03.8 -07 09         | 132.912 +19.672  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3649 AU|
14 00 00  01.01.2019 | 2458485.04167|   58484.54167| 21 33.9 -07 09         | 140.168 +22.818  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3652 AU|
14 30 00  01.01.2019 | 2458485.06250|   58484.56250| 22 04.0 -07 09         | 147.794 +25.509  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3655 AU|
15 00 00  01.01.2019 | 2458485.08333|   58484.58333| 22 34.1 -07 09         | 155.778 +27.673  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3659 AU|
15 30 00  01.01.2019 | 2458485.10417|   58484.60417| 23 04.1 -07 09         | 164.074 +29.245  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3662 AU|
16 00 00  01.01.2019 | 2458485.12500|   58484.62500| 23 34.2 -07 09         | 172.598 +30.171  | 11 00  21 51 | 101  259   | 16 26  +30.4  |  7.93|    2" |     |  30.3665 AU|
