
Sun
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2027 | 2461406.45833|   61405.95833| 11 50.0 -23 02         | 355.322 -60.529  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
00 30 00  01.01.2027 | 2461406.47917|   61405.97917| 12 20.0 -23 02         | 009.325 -60.342  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
01 00 00  01.01.2027 | 2461406.50000|   61406.00000| 12 50.0 -23 02         | 022.794 -59.073  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
01 30 00  01.01.2027 | 2461406.52083|   61406.02083| 13 20.0 -23 02         | 035.133 -56.856  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
02 00 00  01.01.2027 | 2461406.54167|   61406.04167| 13 50.0 -23 02         | 046.102 -53.877  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
02 30 00  01.01.2027 | 2461406.56250|   61406.06250| 14 20.0 -23 02         | 055.749 -50.327  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
03 00 00  01.01.2027 | 2461406.58333|   61406.08333| 14 49.9 -23 02         | 064.263 -46.369  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
03 30 00  01.01.2027 | 2461406.60417|   61406.10417| 15 19.9 -23 02         | 071.872 -42.130  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
04 00 00  01.01.2027 | 2461406.62500|   61406.12500| 15 49.9 -23 02         | 078.786 -37.710  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
04 30 00  01.01.2027 | 2461406.64583|   61406.14583| 16 19.9 -23 02         | 085.186 -33.186  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
05 00 00  01.01.2027 | 2461406.66667|   61406.16667| 16 49.9 -23 01         | 091.218 -28.620  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
05 30 00  01.01.2027 | 2461406.68750|   61406.18750| 17 19.9 -23 01         | 097.002 -24.063  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
06 00 00  01.01.2027 | 2461406.70833|   61406.20833| 17 49.9 -23 01         | 102.636 -19.562  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
06 30 00  01.01.2027 | 2461406.72917|   61406.22917| 18 19.9 -23 01         | 108.202 -15.157  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
07 00 00  01.01.2027 | 2461406.75000|   61406.25000| 18 49.9 -23 01         | 113.770 -10.891  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
07 30 00  01.01.2027 | 2461406.77083|   61406.27083| 19 19.8 -23 01         | 119.398 -06.805  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
08 00 00  01.01.2027 | 2461406.79167|   61406.29167| 19 49.8 -23 01         | 125.137 -02.941  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
08 30 00  01.01.2027 | 2461406.81250|   61406.31250| 20 19.8 -23 01         | 131.027 +01.039  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
09 00 00  01.01.2027 | 2461406.83333|   61406.33333| 20 49.8 -23 01         | 137.101 +04.125  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
09 30 00  01.01.2027 | 2461406.85417|   61406.35417| 21 19.8 -23 01         | 143.380 +06.984  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
10 00 00  01.01.2027 | 2461406.87500|   61406.37500| 21 49.8 -23 01         | 149.872 +09.471  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
10 30 00  01.01.2027 | 2461406.89583|   61406.39583| 22 19.8 -23 00         | 156.568 +11.516  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
11 00 00  01.01.2027 | 2461406.91667|   61406.41667| 22 49.8 -23 00         | 163.446 +13.071  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
11 30 00  01.01.2027 | 2461406.93750|   61406.43750| 23 19.8 -23 00         | 170.464 +14.099  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
12 00 00  01.01.2027 | 2461406.95833|   61406.45833| 23 49.8 -23 00         | 177.567 +14.575  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
12 30 00  01.01.2027 | 2461406.97917|   61406.47917| 00 19.8 -23 00         | 184.694 +14.487  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
13 00 00  01.01.2027 | 2461407.00000|   61406.50000| 00 49.7 -23 00         | 191.778 +13.837  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
13 30 00  01.01.2027 | 2461407.02083|   61406.52083| 01 19.7 -23 00         | 198.758 +12.641  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
14 00 00  01.01.2027 | 2461407.04167|   61406.54167| 01 49.7 -23 00         | 205.583 +10.929  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
14 30 00  01.01.2027 | 2461407.06250|   61406.56250| 02 19.7 -23 00         | 212.218 +08.741  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
15 00 00  01.01.2027 | 2461407.08333|   61406.58333| 02 49.7 -22 59         | 218.644 +06.130  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
15 30 00  01.01.2027 | 2461407.10417|   61406.60417| 03 19.7 -22 59         | 224.860 +03.176  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
16 00 00  01.01.2027 | 2461407.12500|   61406.62500| 03 49.7 -22 59         | 230.875 +00.094  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
16 30 00  01.01.2027 | 2461407.14583|   61406.64583| 04 19.7 -22 59         | 236.717 -04.117  | 08 17  16 03 | 128  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
