
Pluto
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2020 | 2458849.45833|   58848.95833| 10 56.4 -22 13         | 331.906 -57.395  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9091 AU|
00 30 00  01.01.2020 | 2458849.47917|   58848.97917| 11 26.4 -22 13         | 344.757 -59.091  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9092 AU|
01 00 00  01.01.2020 | 2458849.50000|   58849.00000| 11 56.5 -22 13         | 358.402 -59.763  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9093 AU|
01 30 00  01.01.2020 | 2458849.52083|   58849.02083| 12 26.6 -22 13         | 012.138 -59.341  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9094 AU|
02 00 00  01.01.2020 | 2458849.54167|   58849.04167| 12 56.7 -22 13         | 025.222 -57.870  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9095 AU|
02 30 00  01.01.2020 | 2458849.56250|   58849.06250| 13 26.8 -22 13         | 037.155 -55.494  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9096 AU|
03 00 00  01.01.2020 | 2458849.58333|   58849.08333| 13 56.8 -22 13         | 047.766 -52.398  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9097 AU|
03 30 00  01.01.2020 | 2458849.60417|   58849.10417| 14 26.9 -22 13         | 057.130 -48.764  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9098 AU|
04 00 00  01.01.2020 | 2458849.62500|   58849.12500| 14 57.0 -22 13         | 065.436 -44.745  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9099 AU|
04 30 00  01.01.2020 | 2458849.64583|   58849.14583| 15 27.1 -22 13         | 072.900 -40.463  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9100 AU|
05 00 00  01.01.2020 | 2458849.66667|   58849.16667| 15 57.2 -22 13         | 079.720 -36.012  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9101 AU|
05 30 00  01.01.2020 | 2458849.68750|   58849.18750| 16 27.2 -22 13         | 086.064 -31.466  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9101 AU|
06 00 00  01.01.2020 | 2458849.70833|   58849.20833| 16 57.3 -22 13         | 092.070 -26.886  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9102 AU|
06 30 00  01.01.2020 | 2458849.72917|   58849.22917| 17 27.4 -22 13         | 097.854 -22.322  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9103 AU|
07 00 00  01.01.2020 | 2458849.75000|   58849.25000| 17 57.5 -22 13         | 103.508 -17.820  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9104 AU|
07 30 00  01.01.2020 | 2458849.77083|   58849.27083| 18 27.6 -22 13         | 109.113 -13.423  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9105 AU|
08 00 00  01.01.2020 | 2458849.79167|   58849.29167| 18 57.6 -22 13         | 114.737 -09.173  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9106 AU|
08 30 00  01.01.2020 | 2458849.81250|   58849.31250| 19 27.7 -22 13         | 120.436 -05.113  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9107 AU|
09 00 00  01.01.2020 | 2458849.83333|   58849.33333| 19 57.8 -22 13         | 126.260 -00.605  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9108 AU|
09 30 00  01.01.2020 | 2458849.85417|   58849.35417| 20 27.9 -22 13         | 132.249 +02.519  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9109 AU|
10 00 00  01.01.2020 | 2458849.87500|   58849.37500| 20 57.9 -22 13         | 138.435 +05.628  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9110 AU|
10 30 00  01.01.2020 | 2458849.89583|   58849.39583| 21 28.0 -22 13         | 144.835 +08.430  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9110 AU|
11 00 00  01.01.2020 | 2458849.91667|   58849.41667| 21 58.1 -22 13         | 151.454 +10.827  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9111 AU|
11 30 00  01.01.2020 | 2458849.93750|   58849.43750| 22 28.2 -22 13         | 158.280 +12.762  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9112 AU|
12 00 00  01.01.2020 | 2458849.95833|   58849.45833| 22 58.3 -22 13         | 165.283 +14.188  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9113 AU|
12 30 00  01.01.2020 | 2458849.97917|   58849.47917| 23 28.3 -22 13         | 172.417 +15.071  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9114 AU|
13 00 00  01.01.2020 | 2458850.00000|   58849.50000| 23 58.4 -22 13         | 179.622 +15.388  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9115 AU|
13 30 00  01.01.2020 | 2458850.02083|   58849.52083| 00 28.5 -22 13         | 186.830 +15.131  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9116 AU|
14 00 00  01.01.2020 | 2458850.04167|   58849.54167| 00 58.6 -22 13         | 193.975 +14.307  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9117 AU|
14 30 00  01.01.2020 | 2458850.06250|   58849.56250| 01 28.7 -22 13         | 200.994 +12.936  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9118 AU|
15 00 00  01.01.2020 | 2458850.08333|   58849.58333| 01 58.7 -22 13         | 207.840 +11.053  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9118 AU|
15 30 00  01.01.2020 | 2458850.10417|   58849.60417| 02 28.8 -22 13         | 214.482 +08.702  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9119 AU|
16 00 00  01.01.2020 | 2458850.12500|   58849.62500| 02 58.9 -22 13         | 220.905 +05.939  | 09 06  16 57 | 127  233   | 13 02  +15.4  | 14.41|    0" |     |  34.9120 AU|
