
Uranus
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2021 | 2459215.45833|   59214.95833| 04 18.0 +13 21         | 257.721 +26.030  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3189 AU|
00 30 00  01.01.2021 | 2459215.47917|   59214.97917| 04 48.1 +13 21         | 264.007 +21.514  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3192 AU|
01 00 00  01.01.2021 | 2459215.50000|   59215.00000| 05 18.2 +13 21         | 270.056 +16.951  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3195 AU|
01 30 00  01.01.2021 | 2459215.52083|   59215.02083| 05 48.3 +13 21         | 275.959 +12.395  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3199 AU|
02 00 00  01.01.2021 | 2459215.54167|   59215.04167| 06 18.4 +13 21         | 281.799 +07.905  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3202 AU|
02 30 00  01.01.2021 | 2459215.56250|   59215.06250| 06 48.5 +13 21         | 287.651 +03.571  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3205 AU|
03 00 00  01.01.2021 | 2459215.58333|   59215.08333| 07 18.5 +13 21         | 293.582 -00.312  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3208 AU|
03 30 00  01.01.2021 | 2459215.60417|   59215.10417| 07 48.6 +13 21         | 299.654 -05.019  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3211 AU|
04 00 00  01.01.2021 | 2459215.62500|   59215.12500| 08 18.7 +13 21         | 305.923 -08.871  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3215 AU|
04 30 00  01.01.2021 | 2459215.64583|   59215.14583| 08 48.8 +13 21         | 312.433 -12.423  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3218 AU|
05 00 00  01.01.2021 | 2459215.66667|   59215.16667| 09 18.9 +13 21         | 319.220 -15.617  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3221 AU|
05 30 00  01.01.2021 | 2459215.68750|   59215.18750| 09 49.0 +13 21         | 326.301 -18.391  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3224 AU|
06 00 00  01.01.2021 | 2459215.70833|   59215.20833| 10 19.0 +13 21         | 333.676 -20.683  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3228 AU|
06 30 00  01.01.2021 | 2459215.72917|   59215.22917| 10 49.1 +13 21         | 341.315 -22.438  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3231 AU|
07 00 00  01.01.2021 | 2459215.75000|   59215.25000| 11 19.2 +13 21         | 349.164 -23.606  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3234 AU|
07 30 00  01.01.2021 | 2459215.77083|   59215.27083| 11 49.3 +13 21         | 357.145 -24.153  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3237 AU|
08 00 00  01.01.2021 | 2459215.79167|   59215.29167| 12 19.4 +13 21         | 005.162 -24.060  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3240 AU|
08 30 00  01.01.2021 | 2459215.81250|   59215.31250| 12 49.5 +13 21         | 013.114 -23.332  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3244 AU|
09 00 00  01.01.2021 | 2459215.83333|   59215.33333| 13 19.5 +13 21         | 020.910 -21.991  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3247 AU|
09 30 00  01.01.2021 | 2459215.85417|   59215.35417| 13 49.6 +13 21         | 028.477 -20.076  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3250 AU|
10 00 00  01.01.2021 | 2459215.87500|   59215.37500| 14 19.7 +13 21         | 035.769 -17.639  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3253 AU|
10 30 00  01.01.2021 | 2459215.89583|   59215.39583| 14 49.8 +13 21         | 042.765 -14.738  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3256 AU|
11 00 00  01.01.2021 | 2459215.91667|   59215.41667| 15 19.9 +13 21         | 049.470 -11.435  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3260 AU|
11 30 00  01.01.2021 | 2459215.93750|   59215.43750| 15 50.0 +13 21         | 055.906 -07.791  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3263 AU|
12 00 00  01.01.2021 | 2459215.95833|   59215.45833| 16 20.0 +13 21         | 062.113 -03.863  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3266 AU|
12 30 00  01.01.2021 | 2459215.97917|   59215.47917| 16 50.1 +13 21         | 068.139 +00.718  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3269 AU|
13 00 00  01.01.2021 | 2459216.00000|   59215.50000| 17 20.2 +13 21         | 074.041 +04.793  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3273 AU|
13 30 00  01.01.2021 | 2459216.02083|   59215.52083| 17 50.3 +13 21         | 079.882 +09.186  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3276 AU|
14 00 00  01.01.2021 | 2459216.04167|   59215.54167| 18 20.4 +13 21         | 085.733 +13.702  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3279 AU|
14 30 00  01.01.2021 | 2459216.06250|   59215.56250| 18 50.5 +13 21         | 091.669 +18.265  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3282 AU|
15 00 00  01.01.2021 | 2459216.08333|   59215.58333| 19 20.5 +13 21         | 097.776 +22.821  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3286 AU|
15 30 00  01.01.2021 | 2459216.10417|   59215.60417| 19 50.6 +13 21         | 104.149 +27.312  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3289 AU|
16 00 00  01.01.2021 | 2459216.12500|   59215.62500| 20 20.7 +13 21         | 110.894 +31.676  | 12 24  02 57 | 067  293   | 19 39  +50.9  |  5.73|    4" |     |  19.3292 AU|
