
Mercury
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2019 | 2458484.45833|   58483.95833| 13 01.5 -23 10         | 027.755 -58.444  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2956 AU|
00 30 00  01.01.2019 | 2458484.47917|   58483.97917| 13 31.4 -23 10         | 039.588 -55.915  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2958 AU|
01 00 00  01.01.2019 | 2458484.50000|   58484.00000| 14 01.4 -23 10         | 050.038 -52.700  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2961 AU|
01 30 00  01.01.2019 | 2458484.52083|   58484.02083| 14 31.3 -23 10         | 059.225 -48.982  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2963 AU|
02 00 00  01.01.2019 | 2458484.54167|   58484.04167| 15 01.3 -23 11         | 067.364 -44.910  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2966 AU|
02 30 00  01.01.2019 | 2458484.56250|   58484.06250| 15 31.2 -23 11         | 074.679 -40.599  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2968 AU|
03 00 00  01.01.2019 | 2458484.58333|   58484.08333| 16 01.2 -23 11         | 081.371 -36.140  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2970 AU|
03 30 00  01.01.2019 | 2458484.60417|   58484.10417| 16 31.1 -23 11         | 087.608 -31.603  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2973 AU|
04 00 00  01.01.2019 | 2458484.62500|   58484.12500| 17 01.1 -23 12         | 093.525 -27.045  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2975 AU|
04 30 00  01.01.2019 | 2458484.64583|   58484.14583| 17 31.0 -23 12         | 099.233 -22.515  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2978 AU|
05 00 00  01.01.2019 | 2458484.66667|   58484.16667| 18 01.0 -23 12         | 104.824 -18.056  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2980 AU|
05 30 00  01.01.2019 | 2458484.68750|   58484.18750| 18 30.9 -23 12         | 110.373 -13.712  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2983 AU|
06 00 00  01.01.2019 | 2458484.70833|   58484.20833| 19 00.9 -23 13         | 115.946 -09.521  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.56|    5" |0.89 |   1.2985 AU|
06 30 00  01.01.2019 | 2458484.72917|   58484.22917| 19 30.8 -23 13         | 121.598 -05.525  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.89 |   1.2988 AU|
07 00 00  01.01.2019 | 2458484.75000|   58484.25000| 20 00.8 -23 13         | 127.375 -00.992  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.89 |   1.2990 AU|
07 30 00  01.01.2019 | 2458484.77083|   58484.27083| 20 30.7 -23 13         | 133.315 +01.997  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.2992 AU|
08 00 00  01.01.2019 | 2458484.79167|   58484.29167| 21 00.7 -23 14         | 139.445 +05.008  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.2995 AU|
08 30 00  01.01.2019 | 2458484.81250|   58484.31250| 21 30.6 -23 14         | 145.782 +07.727  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.2997 AU|
09 00 00  01.01.2019 | 2458484.83333|   58484.33333| 22 00.6 -23 14         | 152.328 +10.046  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3000 AU|
09 30 00  01.01.2019 | 2458484.85417|   58484.35417| 22 30.5 -23 14         | 159.070 +11.907  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3002 AU|
10 00 00  01.01.2019 | 2458484.87500|   58484.37500| 23 00.5 -23 15         | 165.976 +13.266  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3004 AU|
10 30 00  01.01.2019 | 2458484.89583|   58484.39583| 23 30.4 -23 15         | 173.003 +14.091  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3007 AU|
11 00 00  01.01.2019 | 2458484.91667|   58484.41667| 00 00.4 -23 15         | 180.092 +14.361  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3009 AU|
11 30 00  01.01.2019 | 2458484.93750|   58484.43750| 00 30.3 -23 15         | 187.180 +14.069  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3012 AU|
12 00 00  01.01.2019 | 2458484.95833|   58484.45833| 01 00.3 -23 15         | 194.202 +13.222  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3014 AU|
12 30 00  01.01.2019 | 2458484.97917|   58484.47917| 01 30.2 -23 16         | 201.102 +11.842  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3016 AU|
13 00 00  01.01.2019 | 2458485.00000|   58484.50000| 02 00.2 -23 16         | 207.835 +09.962  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3019 AU|
13 30 00  01.01.2019 | 2458485.02083|   58484.52083| 02 30.1 -23 16         | 214.370 +07.625  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3021 AU|
14 00 00  01.01.2019 | 2458485.04167|   58484.54167| 03 00.1 -23 16         | 220.696 +04.892  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3024 AU|
14 30 00  01.01.2019 | 2458485.06250|   58484.56250| 03 30.0 -23 17         | 226.815 +01.873  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3026 AU|
15 00 00  01.01.2019 | 2458485.08333|   58484.58333| 04 00.0 -23 17         | 232.744 -01.112  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3028 AU|
15 30 00  01.01.2019 | 2458485.10417|   58484.60417| 04 29.9 -23 17         | 238.510 -05.684  | 07 10  14 49 | 129  231   | 11 00  +14.4  | -0.57|    5" |0.90 |   1.3031 AU|
