
Saturn
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2023 | 2459945.45833|   59944.95833| 08 53.8 -15 13         | 297.607 -37.778  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5413 AU|
00 30 00  01.01.2023 | 2459945.47917|   59944.97917| 09 23.9 -15 13         | 305.566 -41.680  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5416 AU|
01 00 00  01.01.2023 | 2459945.50000|   59945.00000| 09 54.0 -15 13         | 314.317 -45.193  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5418 AU|
01 30 00  01.01.2023 | 2459945.52083|   59945.02083| 10 24.1 -15 13         | 323.958 -48.191  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5420 AU|
02 00 00  01.01.2023 | 2459945.54167|   59945.04167| 10 54.1 -15 13         | 334.512 -50.536  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5422 AU|
02 30 00  01.01.2023 | 2459945.56250|   59945.06250| 11 24.2 -15 13         | 345.862 -52.090  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5425 AU|
03 00 00  01.01.2023 | 2459945.58333|   59945.08333| 11 54.3 -15 13         | 357.723 -52.745  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5427 AU|
03 30 00  01.01.2023 | 2459945.60417|   59945.10417| 12 24.4 -15 13         | 009.670 -52.448  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5429 AU|
04 00 00  01.01.2023 | 2459945.62500|   59945.12500| 12 54.4 -15 13         | 021.256 -51.225  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5432 AU|
04 30 00  01.01.2023 | 2459945.64583|   59945.14583| 13 24.5 -15 13         | 032.134 -49.164  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5434 AU|
05 00 00  01.01.2023 | 2459945.66667|   59945.16667| 13 54.6 -15 13         | 042.125 -46.396  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5436 AU|
05 30 00  01.01.2023 | 2459945.68750|   59945.18750| 14 24.7 -15 13         | 051.204 -43.062  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5439 AU|
06 00 00  01.01.2023 | 2459945.70833|   59945.20833| 14 54.7 -15 12         | 059.448 -39.293  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5441 AU|
06 30 00  01.01.2023 | 2459945.72917|   59945.22917| 15 24.8 -15 12         | 066.982 -35.203  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5443 AU|
07 00 00  01.01.2023 | 2459945.75000|   59945.25000| 15 54.9 -15 12         | 073.942 -30.886  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5446 AU|
07 30 00  01.01.2023 | 2459945.77083|   59945.27083| 16 25.0 -15 12         | 080.460 -26.419  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5448 AU|
08 00 00  01.01.2023 | 2459945.79167|   59945.29167| 16 55.0 -15 12         | 086.654 -21.867  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5450 AU|
08 30 00  01.01.2023 | 2459945.81250|   59945.31250| 17 25.1 -15 12         | 092.628 -17.286  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5452 AU|
09 00 00  01.01.2023 | 2459945.83333|   59945.33333| 17 55.2 -15 12         | 098.473 -12.727  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5455 AU|
09 30 00  01.01.2023 | 2459945.85417|   59945.35417| 18 25.2 -15 12         | 104.269 -08.236  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5457 AU|
10 00 00  01.01.2023 | 2459945.87500|   59945.37500| 18 55.3 -15 12         | 110.089 -03.860  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5459 AU|
10 30 00  01.01.2023 | 2459945.89583|   59945.39583| 19 25.4 -15 12         | 115.998 +00.772  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5462 AU|
11 00 00  01.01.2023 | 2459945.91667|   59945.41667| 19 55.5 -15 12         | 122.053 +04.533  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5464 AU|
11 30 00  01.01.2023 | 2459945.93750|   59945.43750| 20 25.5 -15 12         | 128.305 +08.211  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5466 AU|
12 00 00  01.01.2023 | 2459945.95833|   59945.45833| 20 55.6 -15 12         | 134.795 +11.611  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5469 AU|
12 30 00  01.01.2023 | 2459945.97917|   59945.47917| 21 25.7 -15 12         | 141.551 +14.652  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5471 AU|
13 00 00  01.01.2023 | 2459946.00000|   59945.50000| 21 55.8 -15 12         | 148.586 +17.266  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5473 AU|
13 30 00  01.01.2023 | 2459946.02083|   59945.52083| 22 25.8 -15 12         | 155.889 +19.395  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5475 AU|
14 00 00  01.01.2023 | 2459946.04167|   59945.54167| 22 55.9 -15 12         | 163.430 +20.985  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5478 AU|
14 30 00  01.01.2023 | 2459946.06250|   59945.56250| 23 26.0 -15 12         | 171.150 +21.992  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5480 AU|
15 00 00  01.01.2023 | 2459946.08333|   59945.58333| 23 56.1 -15 12         | 178.973 +22.387  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5482 AU|
15 30 00  01.01.2023 | 2459946.10417|   59945.60417| 00 26.1 -15 12         | 186.808 +22.157  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5485 AU|
16 00 00  01.01.2023 | 2459946.12500|   59945.62500| 00 56.2 -15 12         | 194.563 +21.310  | 10 23  19 45 | 115  245   | 15 04  +22.4  |  1.20|   16" |     |  10.5487 AU|
