
Uranus
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2023 | 2459945.45833|   59944.95833| 03 43.4 +16 02         | 251.946 +33.238  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0893 AU|
00 30 00  01.01.2023 | 2459945.47917|   59944.97917| 04 13.5 +16 02         | 258.612 +28.811  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0896 AU|
01 00 00  01.01.2023 | 2459945.50000|   59945.00000| 04 43.6 +16 02         | 264.905 +24.283  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0899 AU|
01 30 00  01.01.2023 | 2459945.52083|   59945.02083| 05 13.7 +16 02         | 270.938 +19.713  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0902 AU|
02 00 00  01.01.2023 | 2459945.54167|   59945.04167| 05 43.8 +16 02         | 276.807 +15.156  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0905 AU|
02 30 00  01.01.2023 | 2459945.56250|   59945.06250| 06 13.8 +16 02         | 282.597 +10.664  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0907 AU|
03 00 00  01.01.2023 | 2459945.58333|   59945.08333| 06 43.9 +16 02         | 288.383 +06.298  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0910 AU|
03 30 00  01.01.2023 | 2459945.60417|   59945.10417| 07 14.0 +16 02         | 294.231 +02.177  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0913 AU|
04 00 00  01.01.2023 | 2459945.62500|   59945.12500| 07 44.1 +16 02         | 300.202 -02.177  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0916 AU|
04 30 00  01.01.2023 | 2459945.64583|   59945.14583| 08 14.2 +16 02         | 306.348 -06.008  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0919 AU|
05 00 00  01.01.2023 | 2459945.66667|   59945.16667| 08 44.3 +16 02         | 312.712 -09.542  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0922 AU|
05 30 00  01.01.2023 | 2459945.68750|   59945.18750| 09 14.4 +16 02         | 319.327 -12.725  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0925 AU|
06 00 00  01.01.2023 | 2459945.70833|   59945.20833| 09 44.4 +16 02         | 326.211 -15.498  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0928 AU|
06 30 00  01.01.2023 | 2459945.72917|   59945.22917| 10 14.5 +16 02         | 333.361 -17.805  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0931 AU|
07 00 00  01.01.2023 | 2459945.75000|   59945.25000| 10 44.6 +16 02         | 340.756 -19.592  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0934 AU|
07 30 00  01.01.2023 | 2459945.77083|   59945.27083| 11 14.7 +16 02         | 348.348 -20.813  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0937 AU|
08 00 00  01.01.2023 | 2459945.79167|   59945.29167| 11 44.8 +16 02         | 356.068 -21.435  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0940 AU|
08 30 00  01.01.2023 | 2459945.81250|   59945.31250| 12 14.9 +16 02         | 003.834 -21.439  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0943 AU|
09 00 00  01.01.2023 | 2459945.83333|   59945.33333| 12 44.9 +16 02         | 011.556 -20.825  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0946 AU|
09 30 00  01.01.2023 | 2459945.85417|   59945.35417| 13 15.0 +16 02         | 019.150 -19.611  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0949 AU|
10 00 00  01.01.2023 | 2459945.87500|   59945.37500| 13 45.1 +16 02         | 026.548 -17.831  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0951 AU|
10 30 00  01.01.2023 | 2459945.89583|   59945.39583| 14 15.2 +16 02         | 033.702 -15.531  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0954 AU|
11 00 00  01.01.2023 | 2459945.91667|   59945.41667| 14 45.3 +16 02         | 040.589 -12.764  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0957 AU|
11 30 00  01.01.2023 | 2459945.93750|   59945.43750| 15 15.4 +16 02         | 047.207 -09.586  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0960 AU|
12 00 00  01.01.2023 | 2459945.95833|   59945.45833| 15 45.4 +16 02         | 053.574 -06.056  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0963 AU|
12 30 00  01.01.2023 | 2459945.97917|   59945.47917| 16 15.5 +16 02         | 059.723 -02.228  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0966 AU|
13 00 00  01.01.2023 | 2459946.00000|   59945.50000| 16 45.6 +16 02         | 065.696 +02.126  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0969 AU|
13 30 00  01.01.2023 | 2459946.02083|   59945.52083| 17 15.7 +16 02         | 071.546 +06.243  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0972 AU|
14 00 00  01.01.2023 | 2459946.04167|   59945.54167| 17 45.8 +16 02         | 077.332 +10.607  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0975 AU|
14 30 00  01.01.2023 | 2459946.06250|   59945.56250| 18 15.9 +16 02         | 083.121 +15.097  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0978 AU|
15 00 00  01.01.2023 | 2459946.08333|   59945.58333| 18 45.9 +16 02         | 088.989 +19.654  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0981 AU|
15 30 00  01.01.2023 | 2459946.10417|   59945.60417| 19 16.0 +16 02         | 095.019 +24.223  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0984 AU|
16 00 00  01.01.2023 | 2459946.12500|   59945.62500| 19 46.1 +16 02         | 101.309 +28.752  | 12 42  03 48 | 062  298   | 20 13  +53.6  |  5.69|    4" |     |  19.0987 AU|
