
Sun
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        Date         |      JD      |     MJD      |   Equat.coordinates    |Horiz.coordinates |Rising/Setting| Azimuthes  |    Transit    | Mag  |Angular|Phase|  Distance  |
                     |              |              |  at the current epoch  |(Azimuth/Altitude)|              | Ris./Set.  |(Time/Altitude)|      | size  |     |            |
                     |              |              |(Hour angle/Declination)|                  |              |            |               |      |       |     |            |
---------------------|--------------|--------------|------------------------|------------------|--------------|------------|---------------|------|-------|-----|------------|
  h  m  s            |              |              |   h  m     °  '        |    °       °     |   h  m   h  m|    °    °  |   h  m    °   |   m  |       |     |            |
00 00 00  01.01.2019 | 2458484.45833|   58483.95833| 11 50.0 -23 03         | 355.336 -60.532  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
00 30 00  01.01.2019 | 2458484.47917|   58483.97917| 12 20.0 -23 03         | 009.339 -60.343  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
01 00 00  01.01.2019 | 2458484.50000|   58484.00000| 12 50.0 -23 02         | 022.808 -59.074  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
01 30 00  01.01.2019 | 2458484.52083|   58484.02083| 13 20.0 -23 02         | 035.146 -56.855  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
02 00 00  01.01.2019 | 2458484.54167|   58484.04167| 13 50.0 -23 02         | 046.115 -53.876  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
02 30 00  01.01.2019 | 2458484.56250|   58484.06250| 14 20.0 -23 02         | 055.760 -50.326  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
03 00 00  01.01.2019 | 2458484.58333|   58484.08333| 14 50.0 -23 02         | 064.274 -46.367  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
03 30 00  01.01.2019 | 2458484.60417|   58484.10417| 15 20.0 -23 02         | 071.881 -42.128  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
04 00 00  01.01.2019 | 2458484.62500|   58484.12500| 15 49.9 -23 02         | 078.795 -37.708  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
04 30 00  01.01.2019 | 2458484.64583|   58484.14583| 16 19.9 -23 02         | 085.194 -33.184  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
05 00 00  01.01.2019 | 2458484.66667|   58484.16667| 16 49.9 -23 02         | 091.226 -28.617  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
05 30 00  01.01.2019 | 2458484.68750|   58484.18750| 17 19.9 -23 02         | 097.009 -24.061  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
06 00 00  01.01.2019 | 2458484.70833|   58484.20833| 17 49.9 -23 01         | 102.643 -19.559  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
06 30 00  01.01.2019 | 2458484.72917|   58484.22917| 18 19.9 -23 01         | 108.210 -15.155  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
07 00 00  01.01.2019 | 2458484.75000|   58484.25000| 18 49.9 -23 01         | 113.778 -10.889  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
07 30 00  01.01.2019 | 2458484.77083|   58484.27083| 19 19.9 -23 01         | 119.406 -06.803  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
08 00 00  01.01.2019 | 2458484.79167|   58484.29167| 19 49.9 -23 01         | 125.144 -02.939  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
08 30 00  01.01.2019 | 2458484.81250|   58484.31250| 20 19.9 -23 01         | 131.035 +01.040  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
09 00 00  01.01.2019 | 2458484.83333|   58484.33333| 20 49.9 -23 01         | 137.109 +04.126  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
09 30 00  01.01.2019 | 2458484.85417|   58484.35417| 21 19.8 -23 01         | 143.388 +06.985  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
10 00 00  01.01.2019 | 2458484.87500|   58484.37500| 21 49.8 -23 01         | 149.880 +09.470  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
10 30 00  01.01.2019 | 2458484.89583|   58484.39583| 22 19.8 -23 01         | 156.576 +11.515  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
11 00 00  01.01.2019 | 2458484.91667|   58484.41667| 22 49.8 -23 00         | 163.453 +13.070  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
11 30 00  01.01.2019 | 2458484.93750|   58484.43750| 23 19.8 -23 00         | 170.471 +14.097  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
12 00 00  01.01.2019 | 2458484.95833|   58484.45833| 23 49.8 -23 00         | 177.575 +14.573  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
12 30 00  01.01.2019 | 2458484.97917|   58484.47917| 00 19.8 -23 00         | 184.701 +14.484  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
13 00 00  01.01.2019 | 2458485.00000|   58484.50000| 00 49.8 -23 00         | 191.785 +13.834  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
13 30 00  01.01.2019 | 2458485.02083|   58484.52083| 01 19.8 -23 00         | 198.764 +12.637  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
14 00 00  01.01.2019 | 2458485.04167|   58484.54167| 01 49.8 -23 00         | 205.589 +10.925  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
14 30 00  01.01.2019 | 2458485.06250|   58484.56250| 02 19.8 -23 00         | 212.224 +08.736  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
15 00 00  01.01.2019 | 2458485.08333|   58484.58333| 02 49.7 -23 00         | 218.650 +06.125  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
15 30 00  01.01.2019 | 2458485.10417|   58484.60417| 03 19.7 -23 00         | 224.864 +03.171  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
16 00 00  01.01.2019 | 2458485.12500|   58484.62500| 03 49.7 -22 59         | 230.880 +00.089  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
16 30 00  01.01.2019 | 2458485.14583|   58484.64583| 04 19.7 -22 59         | 236.721 -04.123  | 08 17  16 03 | 129  232   | 12 10  +14.6  |      |32.53' |     |   0.9833 AU|
